Date,Time,HomeTeam,AwayTeam,HG,AG,Covid,Season
1/12/2021,19:30,West Ham,Brighton,1,1,After,2021
1/12/2021,19:30,Wolves,Burnley,0,0,After,2021
1/12/2021,20:15,Aston Villa,Man City,1,2,After,2021
1/12/2021,20:15,Everton,Liverpool,1,4,After,2021
2/12/2021,19:30,Tottenham,Brentford,2,0,After,2021
2/12/2021,20:15,Man United,Arsenal,3,2,After,2021
4/12/2021,12:30,West Ham,Chelsea,3,2,After,2021
4/12/2021,15:00,Newcastle,Burnley,1,0,After,2021
4/12/2021,15:00,Southampton,Brighton,1,1,After,2021
4/12/2021,15:00,Wolves,Liverpool,0,1,After,2021
4/12/2021,17:30,Watford,Man City,1,3,After,2021
5/12/2021,14:00,Leeds,Brentford,2,2,After,2021
5/12/2021,14:00,Man United,Crystal Palace,1,0,After,2021
5/12/2021,14:00,Tottenham,Norwich,3,0,After,2021
5/12/2021,16:30,Aston Villa,Leicester,2,1,After,2021
6/12/2021,20:00,Everton,Arsenal,2,1,After,2021
10/12/2021,20:00,Brentford,Watford,2,1,After,2021
11/12/2021,12:30,Man City,Wolves,1,0,After,2021
11/12/2021,15:00,Arsenal,Southampton,3,0,After,2021
11/12/2021,15:00,Chelsea,Leeds,3,2,After,2021
11/12/2021,15:00,Liverpool,Aston Villa,1,0,After,2021
11/12/2021,17:30,Norwich,Man United,0,1,After,2021
12/12/2021,14:00,Burnley,West Ham,0,0,After,2021
12/12/2021,14:00,Leicester,Newcastle,4,0,After,2021
12/12/2021,16:30,Crystal Palace,Everton,3,1,After,2021
14/12/2021,19:45,Norwich,Aston Villa,0,2,After,2021
14/12/2021,20:00,Man City,Leeds,7,0,After,2021
15/12/2021,19:30,Brighton,Wolves,0,1,After,2021
15/12/2021,19:30,Crystal Palace,Southampton,2,2,After,2021
15/12/2021,20:00,Arsenal,West Ham,2,0,After,2021
16/12/2021,19:45,Chelsea,Everton,1,1,After,2021
16/12/2021,20:00,Liverpool,Newcastle,3,1,After,2021
18/12/2021,17:30,Leeds,Arsenal,1,4,After,2021
19/12/2021,14:00,Newcastle,Man City,0,4,After,2021
19/12/2021,14:00,Wolves,Chelsea,0,0,After,2021
19/12/2021,16:30,Tottenham,Liverpool,2,2,After,2021
26/12/2021,15:00,Man City,Leicester,6,3,After,2021
26/12/2021,15:00,Norwich,Arsenal,0,5,After,2021
26/12/2021,15:00,Tottenham,Crystal Palace,3,0,After,2021
26/12/2021,15:00,West Ham,Southampton,2,3,After,2021
26/12/2021,17:30,Aston Villa,Chelsea,1,3,After,2021
26/12/2021,20:00,Brighton,Brentford,2,0,After,2021
27/12/2021,20:00,Newcastle,Man United,1,1,After,2021
28/12/2021,15:00,Crystal Palace,Norwich,3,0,After,2021
28/12/2021,15:00,Southampton,Tottenham,1,1,After,2021
28/12/2021,15:00,Watford,West Ham,1,4,After,2021
28/12/2021,20:00,Leicester,Liverpool,1,0,After,2021
29/12/2021,19:30,Chelsea,Brighton,1,1,After,2021
29/12/2021,20:15,Brentford,Man City,0,1,After,2021
30/12/2021,20:15,Man United,Burnley,3,1,After,2021
1/1/2022,12:30,Arsenal,Man City,1,2,After,2021
1/1/2022,15:00,Watford,Tottenham,0,1,After,2021
1/1/2022,17:30,Crystal Palace,West Ham,2,3,After,2021
2/1/2022,14:00,Brentford,Aston Villa,2,1,After,2021
2/1/2022,14:00,Everton,Brighton,2,3,After,2021
2/1/2022,14:00,Leeds,Burnley,3,1,After,2021
2/1/2022,16:30,Chelsea,Liverpool,2,2,After,2021
3/1/2022,17:30,Man United,Wolves,0,1,After,2021
11/1/2022,19:45,Southampton,Brentford,4,1,After,2021
12/1/2022,19:45,West Ham,Norwich,2,0,After,2021
14/01/2022,20:00,Brighton,Crystal Palace,1,1,After,2021
15/01/2022,12:30,Man City,Chelsea,1,0,After,2021
15/01/2022,15:00,Newcastle,Watford,1,1,After,2021
15/01/2022,15:00,Norwich,Everton,2,1,After,2021
15/01/2022,15:00,Wolves,Southampton,3,1,After,2021
15/01/2022,17:30,Aston Villa,Man United,2,2,After,2021
16/01/2022,14:00,Liverpool,Brentford,3,0,After,2021
16/01/2022,14:00,West Ham,Leeds,2,3,After,2021
18/01/2022,20:00,Brighton,Chelsea,1,1,After,2021
19/01/2022,19:30,Leicester,Tottenham,2,3,After,2021
19/01/2022,20:00,Brentford,Man United,1,3,After,2021
21/01/2022,20:00,Watford,Norwich,0,3,After,2021
22/01/2022,12:30,Everton,Aston Villa,0,1,After,2021
22/01/2022,15:00,Brentford,Wolves,1,2,After,2021
22/01/2022,15:00,Leeds,Newcastle,0,1,After,2021
22/01/2022,15:00,Man United,West Ham,1,0,After,2021
22/01/2022,17:30,Southampton,Man City,1,1,After,2021
23/01/2022,14:00,Arsenal,Burnley,0,0,After,2021
23/01/2022,14:00,Crystal Palace,Liverpool,1,3,After,2021
23/01/2022,14:00,Leicester,Brighton,1,1,After,2021
23/01/2022,16:30,Chelsea,Tottenham,2,0,After,2021
5/2/2022,18:00,Burnley,Watford,0,0,After,2021
8/2/2022,19:45,Newcastle,Everton,3,1,After,2021
8/2/2022,19:45,West Ham,Watford,1,0,After,2021
8/2/2022,20:00,Burnley,Man United,1,1,After,2021
9/2/2022,19:45,Man City,Brentford,2,0,After,2021
9/2/2022,19:45,Norwich,Crystal Palace,1,1,After,2021
9/2/2022,19:45,Tottenham,Southampton,2,3,After,2021
9/2/2022,20:00,Aston Villa,Leeds,3,3,After,2021
10/2/2022,19:45,Liverpool,Leicester,2,0,After,2021
10/2/2022,19:45,Wolves,Arsenal,0,1,After,2021
12/2/2022,12:30,Man United,Southampton,1,1,After,2021
12/2/2022,15:00,Brentford,Crystal Palace,0,0,After,2021
12/2/2022,15:00,Everton,Leeds,3,0,After,2021
12/2/2022,15:00,Watford,Brighton,0,2,After,2021
12/2/2022,17:30,Norwich,Man City,0,4,After,2021
13/02/2022,14:00,Burnley,Liverpool,0,1,After,2021
13/02/2022,14:00,Newcastle,Aston Villa,1,0,After,2021
13/02/2022,14:00,Tottenham,Wolves,0,2,After,2021
13/02/2022,16:30,Leicester,West Ham,2,2,After,2021
15/02/2022,20:15,Man United,Brighton,2,0,After,2021
19/02/2022,12:30,West Ham,Newcastle,1,1,After,2021
19/02/2022,15:00,Arsenal,Brentford,2,1,After,2021
19/02/2022,15:00,Aston Villa,Watford,0,1,After,2021
19/02/2022,15:00,Brighton,Burnley,0,3,After,2021
19/02/2022,15:00,Crystal Palace,Chelsea,0,1,After,2021
19/02/2022,15:00,Liverpool,Norwich,3,1,After,2021
19/02/2022,15:00,Southampton,Everton,2,0,After,2021
19/02/2022,17:30,Man City,Tottenham,2,3,After,2021
20/02/2022,14:00,Leeds,Man United,2,4,After,2021
20/02/2022,16:30,Wolves,Leicester,2,1,After,2021
23/02/2022,19:30,Burnley,Tottenham,1,0,After,2021
23/02/2022,19:30,Watford,Crystal Palace,1,4,After,2021
23/02/2022,19:45,Liverpool,Leeds,6,0,After,2021
24/02/2022,19:45,Arsenal,Wolves,2,1,After,2021
25/02/2022,20:00,Southampton,Norwich,2,0,After,2021
26/02/2022,12:30,Leeds,Tottenham,0,4,After,2021
26/02/2022,15:00,Brentford,Newcastle,0,2,After,2021
26/02/2022,15:00,Crystal Palace,Burnley,1,1,After,2021
26/02/2022,15:00,Man United,Watford,0,0,After,2021
26/02/2022,15:30,Brighton,Aston Villa,0,2,After,2021
26/02/2022,17:30,Everton,Man City,0,1,After,2021
27/02/2022,14:00,West Ham,Wolves,1,0,After,2021
1/3/2022,19:45,Burnley,Leicester,0,2,After,2021
5/3/2022,12:30,Leicester,Leeds,1,0,After,2021
5/3/2022,15:00,Aston Villa,Southampton,4,0,After,2021
5/3/2022,15:00,Burnley,Chelsea,0,4,After,2021
5/3/2022,15:00,Newcastle,Brighton,2,1,After,2021
5/3/2022,15:00,Norwich,Brentford,1,3,After,2021
5/3/2022,15:00,Wolves,Crystal Palace,0,2,After,2021
5/3/2022,17:30,Liverpool,West Ham,1,0,After,2021
6/3/2022,14:00,Watford,Arsenal,2,3,After,2021
6/3/2022,16:30,Man City,Man United,4,1,After,2021
7/3/2022,20:00,Tottenham,Everton,5,0,After,2021
10/3/2022,19:30,Norwich,Chelsea,1,3,After,2021
10/3/2022,19:30,Southampton,Newcastle,1,2,After,2021
10/3/2022,19:30,Wolves,Watford,4,0,After,2021
10/3/2022,19:45,Leeds,Aston Villa,0,3,After,2021
12/3/2022,12:30,Brighton,Liverpool,0,2,After,2021
12/3/2022,15:00,Brentford,Burnley,2,0,After,2021
12/3/2022,17:30,Man United,Tottenham,3,2,After,2021
13/03/2022,14:00,Chelsea,Newcastle,1,0,After,2021
13/03/2022,14:00,Everton,Wolves,0,1,After,2021
13/03/2022,14:00,Leeds,Norwich,2,1,After,2021
13/03/2022,14:00,Southampton,Watford,1,2,After,2021
13/03/2022,14:00,West Ham,Aston Villa,2,1,After,2021
13/03/2022,16:30,Arsenal,Leicester,2,0,After,2021
14/03/2022,20:00,Crystal Palace,Man City,0,0,After,2021
16/03/2022,19:30,Brighton,Tottenham,0,2,After,2021
16/03/2022,20:15,Arsenal,Liverpool,0,2,After,2021
17/03/2022,19:45,Everton,Newcastle,1,0,After,2021
18/03/2022,20:00,Wolves,Leeds,2,3,After,2021
19/03/2022,12:30,Aston Villa,Arsenal,0,1,After,2021
20/03/2022,14:00,Leicester,Brentford,2,1,After,2021
20/03/2022,16:30,Tottenham,West Ham,3,1,After,2021
2/4/2022,12:30,Liverpool,Watford,2,0,After,2021
2/4/2022,15:00,Brighton,Norwich,0,0,After,2021
2/4/2022,15:00,Burnley,Man City,0,2,After,2021
2/4/2022,15:00,Chelsea,Brentford,1,4,After,2021
2/4/2022,15:00,Leeds,Southampton,1,1,After,2021
2/4/2022,15:00,Wolves,Aston Villa,2,1,After,2021
2/4/2022,17:30,Man United,Leicester,1,1,After,2021
3/4/2022,14:00,West Ham,Everton,2,1,After,2021
3/4/2022,16:30,Tottenham,Newcastle,5,1,After,2021
4/4/2022,20:00,Crystal Palace,Arsenal,3,0,After,2021
6/4/2022,19:30,Burnley,Everton,3,2,After,2021
8/4/2022,20:00,Newcastle,Wolves,1,0,After,2021
9/4/2022,12:30,Everton,Man United,1,0,After,2021
9/4/2022,15:00,Arsenal,Brighton,1,2,After,2021
9/4/2022,15:00,Southampton,Chelsea,0,6,After,2021
9/4/2022,15:00,Watford,Leeds,0,3,After,2021
9/4/2022,17:30,Aston Villa,Tottenham,0,4,After,2021
10/4/2022,14:00,Brentford,West Ham,2,0,After,2021
10/4/2022,14:00,Leicester,Crystal Palace,2,1,After,2021
10/4/2022,14:00,Norwich,Burnley,2,0,After,2021
10/4/2022,16:30,Man City,Liverpool,2,2,After,2021
16/04/2022,12:30,Tottenham,Brighton,0,1,After,2021
16/04/2022,15:00,Man United,Norwich,3,2,After,2021
16/04/2022,15:00,Southampton,Arsenal,1,0,After,2021
16/04/2022,15:00,Watford,Brentford,1,2,After,2021
17/04/2022,14:15,Newcastle,Leicester,2,1,After,2021
17/04/2022,14:15,West Ham,Burnley,1,1,After,2021
19/04/2022,20:00,Liverpool,Man United,4,0,After,2021
20/04/2022,19:45,Chelsea,Arsenal,2,4,After,2021
20/04/2022,19:45,Everton,Leicester,1,1,After,2021
20/04/2022,19:45,Newcastle,Crystal Palace,1,0,After,2021
20/04/2022,20:00,Man City,Brighton,3,0,After,2021
21/04/2022,19:45,Burnley,Southampton,2,0,After,2021
23/04/2022,12:30,Arsenal,Man United,3,1,After,2021
23/04/2022,15:00,Leicester,Aston Villa,0,0,After,2021
23/04/2022,15:00,Man City,Watford,5,1,After,2021
23/04/2022,15:00,Norwich,Newcastle,0,3,After,2021
23/04/2022,17:30,Brentford,Tottenham,0,0,After,2021
24/04/2022,14:00,Brighton,Southampton,2,2,After,2021
24/04/2022,14:00,Burnley,Wolves,1,0,After,2021
24/04/2022,14:00,Chelsea,West Ham,1,0,After,2021
24/04/2022,16:30,Liverpool,Everton,2,0,After,2021
25/04/2022,20:00,Crystal Palace,Leeds,0,0,After,2021
28/04/2022,19:45,Man United,Chelsea,1,1,After,2021
30/04/2022,12:30,Newcastle,Liverpool,0,1,After,2021
30/04/2022,15:00,Aston Villa,Norwich,2,0,After,2021
30/04/2022,15:00,Southampton,Crystal Palace,1,2,After,2021
30/04/2022,15:00,Watford,Burnley,1,2,After,2021
30/04/2022,15:00,Wolves,Brighton,0,3,After,2021
30/04/2022,17:30,Leeds,Man City,0,4,After,2021
1/5/2022,14:00,Everton,Chelsea,1,0,After,2021
1/5/2022,14:00,Tottenham,Leicester,3,1,After,2021
1/5/2022,16:30,West Ham,Arsenal,1,2,After,2021
2/5/2022,20:00,Man United,Brentford,3,0,After,2021
7/5/2022,15:00,Brentford,Southampton,3,0,After,2021
7/5/2022,15:00,Burnley,Aston Villa,1,3,After,2021
7/5/2022,15:00,Chelsea,Wolves,2,2,After,2021
7/5/2022,15:00,Crystal Palace,Watford,1,0,After,2021
7/5/2022,17:30,Brighton,Man United,4,0,After,2021
7/5/2022,19:45,Liverpool,Tottenham,1,1,After,2021
8/5/2022,14:00,Arsenal,Leeds,2,1,After,2021
8/5/2022,14:00,Leicester,Everton,1,2,After,2021
8/5/2022,14:00,Norwich,West Ham,0,4,After,2021
8/5/2022,16:30,Man City,Newcastle,5,0,After,2021
10/5/2022,20:00,Aston Villa,Liverpool,1,2,After,2021
11/5/2022,19:30,Leeds,Chelsea,0,3,After,2021
11/5/2022,19:45,Leicester,Norwich,3,0,After,2021
11/5/2022,19:45,Watford,Everton,0,0,After,2021
11/5/2022,20:15,Wolves,Man City,1,5,After,2021
12/5/2022,19:45,Tottenham,Arsenal,3,0,After,2021
15/05/2022,12:00,Tottenham,Burnley,1,0,After,2021
15/05/2022,14:00,Aston Villa,Crystal Palace,1,1,After,2021
15/05/2022,14:00,Leeds,Brighton,1,1,After,2021
15/05/2022,14:00,Watford,Leicester,1,5,After,2021
15/05/2022,14:00,West Ham,Man City,2,2,After,2021
15/05/2022,14:00,Wolves,Norwich,1,1,After,2021
15/05/2022,16:30,Everton,Brentford,2,3,After,2021
16/05/2022,20:00,Newcastle,Arsenal,2,0,After,2021
17/05/2022,19:45,Southampton,Liverpool,1,2,After,2021
19/05/2022,19:45,Everton,Crystal Palace,3,2,After,2021
19/05/2022,20:00,Aston Villa,Burnley,1,1,After,2021
19/05/2022,20:00,Chelsea,Leicester,1,1,After,2021
22/05/2022,16:00,Arsenal,Everton,5,1,After,2021
22/05/2022,16:00,Brentford,Leeds,1,2,After,2021
22/05/2022,16:00,Brighton,West Ham,3,1,After,2021
22/05/2022,16:00,Burnley,Newcastle,1,2,After,2021
22/05/2022,16:00,Chelsea,Watford,2,1,After,2021
22/05/2022,16:00,Crystal Palace,Man United,1,0,After,2021
22/05/2022,16:00,Leicester,Southampton,4,1,After,2021
22/05/2022,16:00,Liverpool,Wolves,3,1,After,2021
22/05/2022,16:00,Man City,Aston Villa,3,2,After,2021
22/05/2022,16:00,Norwich,Tottenham,0,5,After,2021
5/8/2022,20:00,Crystal Palace,Arsenal,0,2,After,2022
6/8/2022,12:30,Fulham,Liverpool,2,2,After,2022
6/8/2022,15:00,Bournemouth,Aston Villa,2,0,After,2022
6/8/2022,15:00,Leeds,Wolves,2,1,After,2022
6/8/2022,15:00,Newcastle,Nott'm Forest,2,0,After,2022
6/8/2022,15:00,Tottenham,Southampton,4,1,After,2022
6/8/2022,17:30,Everton,Chelsea,0,1,After,2022
7/8/2022,14:00,Leicester,Brentford,2,2,After,2022
7/8/2022,14:00,Man United,Brighton,1,2,After,2022
7/8/2022,16:30,West Ham,Man City,0,2,After,2022
13/08/2022,12:30,Aston Villa,Everton,2,1,After,2022
13/08/2022,15:00,Arsenal,Leicester,4,2,After,2022
13/08/2022,15:00,Brighton,Newcastle,0,0,After,2022
13/08/2022,15:00,Man City,Bournemouth,4,0,After,2022
13/08/2022,15:00,Southampton,Leeds,2,2,After,2022
13/08/2022,15:00,Wolves,Fulham,0,0,After,2022
13/08/2022,17:30,Brentford,Man United,4,0,After,2022
14/08/2022,14:00,Nott'm Forest,West Ham,1,0,After,2022
14/08/2022,16:30,Chelsea,Tottenham,2,2,After,2022
15/08/2022,20:00,Liverpool,Crystal Palace,1,1,After,2022
20/08/2022,12:30,Tottenham,Wolves,1,0,After,2022
20/08/2022,15:00,Crystal Palace,Aston Villa,3,1,After,2022
20/08/2022,15:00,Everton,Nott'm Forest,1,1,After,2022
20/08/2022,15:00,Fulham,Brentford,3,2,After,2022
20/08/2022,15:00,Leicester,Southampton,1,2,After,2022
20/08/2022,17:30,Bournemouth,Arsenal,0,3,After,2022
21/08/2022,14:00,Leeds,Chelsea,3,0,After,2022
21/08/2022,14:00,West Ham,Brighton,0,2,After,2022
21/08/2022,16:30,Newcastle,Man City,3,3,After,2022
22/08/2022,20:00,Man United,Liverpool,2,1,After,2022
27/08/2022,12:30,Southampton,Man United,0,1,After,2022
27/08/2022,15:00,Brentford,Everton,1,1,After,2022
27/08/2022,15:00,Brighton,Leeds,1,0,After,2022
27/08/2022,15:00,Chelsea,Leicester,2,1,After,2022
27/08/2022,15:00,Liverpool,Bournemouth,9,0,After,2022
27/08/2022,15:00,Man City,Crystal Palace,4,2,After,2022
27/08/2022,17:30,Arsenal,Fulham,2,1,After,2022
28/08/2022,14:00,Aston Villa,West Ham,0,1,After,2022
28/08/2022,14:00,Wolves,Newcastle,1,1,After,2022
28/08/2022,16:30,Nott'm Forest,Tottenham,0,2,After,2022
30/08/2022,19:30,Crystal Palace,Brentford,1,1,After,2022
30/08/2022,19:30,Fulham,Brighton,2,1,After,2022
30/08/2022,19:45,Southampton,Chelsea,2,1,After,2022
30/08/2022,20:00,Leeds,Everton,1,1,After,2022
31/08/2022,19:30,Arsenal,Aston Villa,2,1,After,2022
31/08/2022,19:30,Bournemouth,Wolves,0,0,After,2022
31/08/2022,19:30,Man City,Nott'm Forest,6,0,After,2022
31/08/2022,19:45,West Ham,Tottenham,1,1,After,2022
31/08/2022,20:00,Liverpool,Newcastle,2,1,After,2022
1/9/2022,20:00,Leicester,Man United,0,1,After,2022
3/9/2022,12:30,Everton,Liverpool,0,0,After,2022
3/9/2022,15:00,Brentford,Leeds,5,2,After,2022
3/9/2022,15:00,Chelsea,West Ham,2,1,After,2022
3/9/2022,15:00,Newcastle,Crystal Palace,0,0,After,2022
3/9/2022,15:00,Nott'm Forest,Bournemouth,2,3,After,2022
3/9/2022,15:00,Tottenham,Fulham,2,1,After,2022
3/9/2022,15:00,Wolves,Southampton,1,0,After,2022
3/9/2022,17:30,Aston Villa,Man City,1,1,After,2022
4/9/2022,14:00,Brighton,Leicester,5,2,After,2022
4/9/2022,16:30,Man United,Arsenal,3,1,After,2022
16/09/2022,20:00,Aston Villa,Southampton,1,0,After,2022
16/09/2022,20:00,Nott'm Forest,Fulham,2,3,After,2022
17/09/2022,12:30,Wolves,Man City,0,3,After,2022
17/09/2022,15:00,Newcastle,Bournemouth,1,1,After,2022
17/09/2022,17:30,Tottenham,Leicester,6,2,After,2022
18/09/2022,12:00,Brentford,Arsenal,0,3,After,2022
18/09/2022,14:15,Everton,West Ham,1,0,After,2022
1/10/2022,12:30,Arsenal,Tottenham,3,1,After,2022
1/10/2022,15:00,Bournemouth,Brentford,0,0,After,2022
1/10/2022,15:00,Crystal Palace,Chelsea,1,2,After,2022
1/10/2022,15:00,Fulham,Newcastle,1,4,After,2022
1/10/2022,15:00,Liverpool,Brighton,3,3,After,2022
1/10/2022,15:00,Southampton,Everton,1,2,After,2022
1/10/2022,17:30,West Ham,Wolves,2,0,After,2022
2/10/2022,14:00,Man City,Man United,6,3,After,2022
2/10/2022,16:30,Leeds,Aston Villa,0,0,After,2022
3/10/2022,20:00,Leicester,Nott'm Forest,4,0,After,2022
8/10/2022,15:00,Bournemouth,Leicester,2,1,After,2022
8/10/2022,15:00,Chelsea,Wolves,3,0,After,2022
8/10/2022,15:00,Man City,Southampton,4,0,After,2022
8/10/2022,15:00,Newcastle,Brentford,5,1,After,2022
8/10/2022,17:30,Brighton,Tottenham,0,1,After,2022
9/10/2022,14:00,Crystal Palace,Leeds,2,1,After,2022
9/10/2022,14:00,West Ham,Fulham,3,1,After,2022
9/10/2022,16:30,Arsenal,Liverpool,3,2,After,2022
9/10/2022,19:00,Everton,Man United,1,2,After,2022
10/10/2022,20:00,Nott'm Forest,Aston Villa,1,1,After,2022
14/10/2022,20:00,Brentford,Brighton,2,0,After,2022
15/10/2022,12:30,Leicester,Crystal Palace,0,0,After,2022
15/10/2022,15:00,Fulham,Bournemouth,2,2,After,2022
15/10/2022,15:00,Wolves,Nott'm Forest,1,0,After,2022
15/10/2022,17:30,Tottenham,Everton,2,0,After,2022
16/10/2022,14:00,Aston Villa,Chelsea,0,2,After,2022
16/10/2022,14:00,Leeds,Arsenal,0,1,After,2022
16/10/2022,14:00,Man United,Newcastle,0,0,After,2022
16/10/2022,14:00,Southampton,West Ham,1,1,After,2022
16/10/2022,16:30,Liverpool,Man City,1,0,After,2022
